kpid,"kwd","acc","acc_txt",acc_int
2348,"repentance ","53, 84, 137, 139, 166, 235f, 378, 401, 818, 829, 925, 1015, 1621, 1742, 1747, 1750, 1782, 1867, 1881, 1968, 1983, 1989, 1994, 1996, 2008, 2014, 2026, 2031, 2035, 2052, 2112, 2162, 2185, 2190, 2191, 2193, 3007, 3040, 3060, 3061, 3084, 3103, 3783, 4010, 4011, 4021, 4025, 4027, 4028, 4030, 4033, 4044, 4048, 4062, 4064","",0
2349,"repentance, deathbed ","39, 3010, 4030","",0
2350,"repentance, efficacious ","2163","",0
2351,"repentance, false ","4030","",0
2352,"repentance, importance of ","2156, 4013, 4050, 4051","",0
2353,"repentance, inefficacy of deathbed ","1886, 2032, 2208","",0
2354,"repentance, necessity of ","875, 1753, 1785, 1794, 1854, 1899, 1962, 2055, 2077, 2086, 2094, 2111, 2127, 2140, 2159, 2208, 2208, 4036, 4043","",0
2355,"repentance, necessity of national ","2151","",0
2356,"repentance, postponement of ","1851, 4050, 4051","",0
2357,"repentance, sincere ","1947, 2075, 2086, 2107, 3009, 4050, 4051","",0
2358,"repentance, true ","2155, 4030","",0
2359,"repentant sinners, consolation of ","1975, 4030","",0
2360,"reputation, value of ","2002","",0
2361,"resignation ","2149, 2196, 4063","",0
2362,"resignation to God's will ","2199","",0
2363,"resignation, religious ","2144","",0
2364,"resisting temptation ","3123","",0
2365,"resolution, holy ","4050, 4051","",0
2366,"respects, human ","379","",0
2367,"responsibilities of a pastor ","147","",0
2368,"results of last judgment ","3122","",0
2369,"Resurrection ","299, 328, 1799, 1887, 1888, 3053, 4029","",0
2370,"resurrection ","279, 1805, 1844, 1854, 1889, 1890, 1892, 1939, 1988, 2042, 2061, 2199, 2208, 3004, 3027, 3042, 3127, 4049","",0
2371,"resurrection of Christ ","934j, 1940, 1941, 1986, 1987, 2070, 2139, 2187, 3105, 3112, 4001","",0
2372,"resurrection of man ","3112","",0
2373,"resurrection of saints ","2177","",0
2374,"resurrection of the body ","1799","",0
2375,"resurrection of the dead ","3003, 3053, 3059, 3105","",0
2376,"resurrection, general ","245, 4038","",0
2377,"resurrection, proofs of ","1800, 2027, 2140","",0
2378,"resurrection, universal ","2027","",0
2379,"retirement from worldly affairs ","415","",0
2380,"retreat, religious ","741","",0
2381,"revealed religion ","2116","",0
2382,"revelation ","2203, 3104","",0
2383,"revelation of Christ ","1787","",0
2384,"revelation, apostolic ","1755","",0
2385,"revelation, Christian ","1755","",0
2386,"revelation, divine ","1992, 2091, 3075","",0
2387,"revelation, Mosaic ","1755","",0
2388,"revelation, necessity of ","1827, 2102","",0
2389,"revelation, prophetic ","1755","",0
2390,"revelation, truth of ","2126","",0
2391,"revelation, various modes of ","1754","",0
2392,"revenge, evil of ","2135","",0
2393,"revenge, folly of ","1749","",0
2394,"reverence ","2145, 4033","",0
2395,"Revolution, American ","906, 952, 1768, 4009, 4011","",0
2396,"Revolution, end of American ","2183","",0
2397,"Revolutionary War ","13, 2160, 4068","",0
2398,"rewards of heaven ","3132, 4038","",0
2399,"rewards of seeking God ","1950","",0
2400,"rewards, Christ's assurance of future ","2058","",0
2401,"Reynolds, Sally, funeral of ","92","",0
2402,"rich and poor, equality of ","2036","",0
2403,"rich man ","4018, 4061, 4063","",0
2404,"Rich Man and Lazarus, parable of ","942","",0
2405,"rich man, parable of ","1909, 1979, 4001, 4034","",0
2406,"Rich, Bernard ","168","",0
2407,"riches ","2039, 3102","",0
2408,"riches, correct use of ","2080","",0
2409,"riches, dangers of ","658, 1821, 2077, 2081","",0
2410,"riches, desire for ","3128","",0
2411,"riches, evil effects of ","2059","",0
2412,"riches, source of ","3128","",0
2413,"riches, value of ","2076","",0
2414,"riches, vanity of ","2066","",0
2415,"Richmond fire (1812) ","2168","",0
2416,"Ridgely, Charles, funeral of ","1805","",0
2417,"Ridgely, William ","1805","",0
2418,"Rigg, Elisha ","1778","",0
2419,"righteous, death of ","3055","",0
2420,"righteous, rewards of ","2152","",0
2421,"righteousness ","742a, 742b, 742, 1722, 1728, 1772, 1837, 1985, 1991, 1992, 2037, 2093, 3107, 4012, 4016, 4017, 4018, 4020, 4032, 4036, 4061, 4062, 4064","",0
2422,"righteousness, desire of ","1822","",0
2423,"righteousness, perseverance in ","1881","",0
2424,"righteousness, rewards for ","2067","",0
2425,"righteousness, servants of ","994","",0
2426,"riotousness ","3076","",0
2427,"ritual, religious ","1817","",0
2428,"Robespierre ","2080","",0
2429,"Robinson, Rachel, funeral of ","1805","",0
2430,"Roman Civil Wars ","2073","",0
2431,"Roman philosophers ","2130","",0
2432,"Roper, Betsy, funeral of ","89","",0
2433,"Rousseau ","1855","",0
2434,"rulers of England ","196","",0
2435,"rulers, obligations of ","1964","",0
2436,"Sabbath ","278, 1819","",0
2437,"Sabbath, breaking the ","893, 4062","",0
2438,"Sabbath, keeping the ","1634, 1669, 1765, 1930, 2050, 2056, 2059, 2094, 2101, 2148, 2168, 2204, 4015, 4067","",0
2439,"Sabbath, observation of ","1775, 2054","",0
2440,"Sabbath, profaning of the ","1623","",0
2441,"Sabbath, reverence for ","2105","",0
2442,"sacrament ","181, 205, 787, 934nn","",0
2443,"sacrament of penance ","235p","",0
2444,"sacrament, definition of ","4021","",0
2445,"sacramental sermon ","895","",0
2446,"sacraments ","132, 140, 154, 235r, 4014","",0
2447,"sacraments, nature of the ","4014","",0
2448,"sacraments, symbols of the ","4014","",0
2449,"Sacred Heart of Jesus, Feast of the ","61","",0
2450,"sacrifice ","127, 322, 323, 332","",0
2451,"sacrifice, Christian ","1903","",0
2452,"sacrifice, history of ","1903","",0
2453,"sacrifice, pagan ","1903","",0
2454,"sacrifice, tradition of ","1807","",0
2455,"Sadducees ","1922, 2094","",0
2456,"saints ","62, 83, 204, 1891, 2196, 4062","",0
2457,"saints, character of ","648","",0
2458,"saints, devotion to ","81","",0
2459,"Saints, Feast of All ","204","",0
2460,"saints, resurrection of ","2177","",0
2461,"saints, suffering of ","2197","",0
2462,"salvation ","235s, 302, 654, 665, 674, 677, 692, 830, 881, 890, 934nn, 995, 1601, 1602, 1603, 1604, 1605, 1606, 1607, 1729, 1774, 1804, 1878, 1891, 1912, 1948, 1949, 1977, 1979, 2030, 2054, 2074, 2075, 2093, 3011, 3012, 3023, 4002, 4003, 4004, 4006, 4010, 4011, 4012, 4013, 4014, 4017, 4018, 4019, 4020, 4021, 4022, 4023, 4025, 4026, 4027, 4028, 4033, 4034, 4035, 4037, 4038, 4041, 4044, 4045, 4046, 4047, 4051, 4061, 4062, 4063, 4064, 4066","",0
2463,"salvation of non-Christians ","2096","",0
2464,"salvation of the righteous who died before Christ ","1853","",0
2465,"salvation through Christ ","926, 934w, 990, 1782, 1823, 2015, 2070, 2172, 2185","",0
2466,"salvation, care of ","276","",0
2467,"salvation, certainty of ","4006","",0
2468,"salvation, Christ the ","2062","",0
2469,"Salvation, Christian ","1907","",0
2470,"salvation, conditions for ","1015, 2088","",0
2471,"salvation, difficulty of ","255","",0
2472,"salvation, faith essential to ","642","",0
2473,"salvation, God's desire for man's ","453","",0
2474,"salvation, God's plan of ","2011","",0
2475,"salvation, gospel's promotion of ","2129, 4008","",0
2476,"salvation, importance of ","461","",0
2477,"salvation, means of ","2003, 2008, 2055","",0
2478,"salvation, necessity of ","2094","",0
2479,"salvation, neglect of ","2034","",0
2480,"salvation, promise of ","659","",0
2481,"salvation, repentance necessary for ","2068","",0
2482,"salvation, struggle to attain ","647","",0
2483,"salvation, way to ","1785","",0
2484,"Samaritan, good ","2012","",0
2485,"Samuel, death of ","3000","",0
2486,"sanctification ","61, 154, 3783, 4004, 4013, 4019, 4039, 4045, 4061","",0
2487,"sanctifying grace ","191","",0
2488,"sanctity, vocation to ","460","",0
2489,"Sapphira ","2156","",0
2490,"Satan ","4019, 4022, 4061, 4063, 4064","",0
2491,"Satan, powers of ","1882","",0
2492,"Satan, temptation by ","2087, 2121","",0
2493,"Satan, triumph over ","2103, 4037","",0
2494,"Saul, hunted David ","2138","",0
2495,"Saviour ","59","",0
2496,"Saviour, birth of ","64, 71","",0
2497,"scandal ","69, 143","",0
2498,"schism ","109, 2027","",0
2499,"schism, religious ","2057","",0
2500,"School of Industry ","2036, 2137","",0
2501,"school, charity ","2180","",0
2502,"schools, free ","1802","",0
2503,"science, limitations of ","2066","",0
2504,"science, religion weakened by ","2166","",0
2505,"scientific discoveries, meaning of ","1757","",0
2506,"scientific elements ","4036","",0
2507,"Scindall, Samuel, funeral of ","1845","",0
2508,"scoffers ","813","",0
2509,"Scott's, Mr. ","4061","",0
2510,"Scribes ","2097","",0
2511,"scripture ","3049","",0
2512,"scripture, accessibility to common people ","3046","",0
2513,"scripture, authority of ","3045, 4037","",0
2514,"scripture, contradicts predestination ","2059","",0
2515,"scripture, interpretation of ","2025","",0
2516,"scripture, language of ","3045","",0
2517,"scripture, necessity of ","3047","",0
2518,"scripture, perfection of ","3047","",0
2519,"scripture, reading of ","3046","",0
2520,"scripture, simplicity of ","3046","",0
2521,"scripture, study of ","2073, 3011, 3012","",0
2522,"scripture, sufficiency of ","3047, 4008","",0
2523,"scripture, translation of ","3045","",0
2524,"scripture, translation of necessary ","1756","",0
2525,"scriptures ","1731","",0
2526,"scriptures, authentic edition of ","3044","",0
2527,"scriptures, divine inspiration of ","1754, 1755","",0
2528,"scriptures, divinity of ","3134","",0
2529,"scriptures, excellence of ","1756","",0
2530,"scriptures, truth of ","1756, 1814","",0
2531,"sea dangers, deliverance from ","934qq","",0
2532,"Secker ","2059","",0
2533,"Secker, Archbishop ","966","",0
2534,"Second Coming of Christ ","161, 2179, 2203, 2208, 3003","",0
2535,"seduction ","2125","",0
2536,"seed, bad ","203","",0
2537,"seed, good ","203","",0
2538,"self, duty to ","1949","",0
2539,"self, examination of ","128","",0
2540,"self, knowledge of ","285","",0
2541,"self, love of ","2054","",0
2542,"self-condemnation ","3129, 4044","",0
2543,"self-control ","2010, 4026","",0
2544,"self-deception ","1896, 4038, 4043","",0
2545,"self-deception, consequences of ","1879","",0
2546,"self-deception, folly of ","1879","",0
2547,"self-examination ","4015, 4021, 4022, 4038, 4043, 4047, 4064","",0
2548,"self-gratification ","4064","",0
2549,"self-love ","1971, 2089, 3121, 4064","",0
2550,"self-love, power of ","2135","",0
2551,"self-preservation ","2040","",0
2552,"self-reliance ","2065","",0
2553,"self-righteousness ","1953","",0
2554,"selfishness ","2079","",0
2555,"Sellman, William, funeral of ","1805","",0
2556,"Seneca ","1834, 2072, 4026","",0
2557,"senses, our dependence on the ","93, 4002","",0
2558,"sensual indulgence, dangers of ","2110","",0
2559,"separation from God ","4004","",0
2560,"sermon for Good Friday ","2165","",0
2561,"sermon for Lent ","2104","",0
2562,"Sermon on 1 Sam. xii. 24, 25, A ","13","",0
2563,"Sermon on the Mount ","55, 83, 228, 674, 1642, 1768, 1772, 1812, 1825, 1920, 1931, 1989, 2043, 2089, 2090, 2163, 4041","",0
2564,"Sermon sur l'importance du Salut ","121","",0
2565,"Sermon sur le bonheur du ciel ","120","",0
2566,"sermon, Advent ","1968, 1974, 2011, 2013, 2073, 2082","",0
2567,"sermon, Christmas ","4035","",0
2568,"sermon, confirmation ","926","",0
2569,"sermon, Easter ","2054, 2055, 2070, 4001","",0
2570,"sermon, Epiphany ","2062","",0
2571,"sermon, farewell ","923","",0
2572,"sermon, fast ","468, 1612","",0
2573,"sermon, Federalist ","1964, 1973, 1991, 2024, 2036, 2066, 2073, 2124, 2142, 2160, 2183","",0
2574,"sermon, funeral ","632, 645, 648, 673, 915, 931, 974, 975, 979, 1636, 1637, 1748, 1943, 1946, 2020, 2060, 2138, 2168, 3000, 3001, 3002, 3004, 3058, 3059, 3060, 3061, 4002, 4007, 4016, 4032, 4034, 4048","",0
2575,"sermon, Lenten ","1838, 2063, 2086","",0
2576,"sermon, marriage ","930","",0
2577,"sermon, New Year's ","1792, 2015, 2160, 4043","",0
2578,"sermon, ordination ","1778","",0
2579,"sermon, political ","1973, 2146","",0
2580,"sermon, recruiting ","921","",0
2581,"sermon, sacramental ","895","",0
2582,"sermon, service ","3081","",0
2583,"sermon, thanksgiving ","471, 473, 631, 838, 941, 967, 1809, 3063","",0
2584,"sermon, Whitsunday ","2078, 3007","",0
2585,"sermons, hearing ","312, 4008","",0
2586,"sermons, textbook of ","929","",0
2587,"serpent, brazen ","981","",0
2588,"servant, the wicked ","377","",0
2589,"servant, the wicked, parable ","406","",0
2590,"servants of God ","3006","",0
2591,"servants, duties of ","1966, 2003","",0
2592,"servants, duties to ","2049","",0
2593,"service to the Lord ","758","",0
2594,"serving God ","54, 4023, 4031","",0
2595,"serving the Lord ","4013","",0
2596,"serving the Lord, reasons for ","3087","",0
2597,"serving the Lord, understanding of ","3087","",0
2598,"Seth, sons of ","2110","",0
2599,"Shackleford, Mary ","4062","",0
2600,"Shaftesbury ","1855, 2021","",0
2601,"shame ","779, 4027","",0
2602,"Shaw, Joa. ","438","",0
2603,"shepherds ","64","",0
2604,"Sherlock ","1827, 2059","",0
2605,"Shiloh, Jacob's prophecy of ","2128","",0
2606,"Shiloh, prophecy concerning ","1925","",0
2607,"shipping, freedom of ","875","",0
2608,"sign of the cross ","2165","",0
2609,"Simeon ","4018","",0
2610,"simplicity of scripture ","3046","",0
2611,"simplicity, advantages of ","1771, 4032","",0
2612,"sin ","908, 1782, 1837, 1882, 2024, 2041, 2052, 2165, 3033, 3048, 3066, 3084, 3131, 3133, 4004, 4019, 4022, 4025, 4027","",0
2613,"sin of pride ","3005","",0
2614,"sin, abhorrence of ","1917","",0
2615,"sin, absolved through Christ ","1635","",0
2616,"sin, atonement for ","2026, 2054, 4041","",0
2617,"sin, avoidance of ","103, 1913, 1967, 2094, 2103, 2148, 2149, 2154, 2159, 2162, 3059, 4050, 4051","",0
2618,"sin, bondage of last judgment ","1883","",0
2619,"sin, burden of ","934oo","",0
2620,"sin, cause of crucifixion ","934w, 2172","",0
2621,"sin, concealing of ","1971","",0
2622,"sin, confession of ","1971, 2035, 2063, 4039, 4043, 4050, 4051","",0
2623,"sin, consequences of ","986, 4005","",0
2624,"sin, definition of ","2154","",0
2625,"sin, deliverance from ","1700, 1907, 2030, 4039, 4041","",0
2626,"sin, disease of ","4005, 4051","",0
2627,"sin, effects of ","235g, 2050, 2156, 4003, 4004, 4005, 4044, 4050, 4051","",0
2628,"sin, expiation of ","2187, 4010, 4061","",0
2629,"sin, forgotten ","2107","",0
2630,"sin, freedom from ","994, 4050, 4051","",0
2631,"sin, God's abhorrence of ","934w, 2106, 2195, 4027, 4044, 4048","",0
2632,"sin, ignorance of ","4005","",0
2633,"sin, knowledge of ","4005","",0
2634,"sin, mortal ","230, 421","",0
2635,"sin, nature of ","5, 1898, 4027","",0
2636,"sin, nature of presumptuous ","3066","",0
2637,"sin, original ","3783, 4003, 4005, 4010, 4012, 4014, 4016, 4019, 4028, 4035, 4037, 4041, 4061, 4066","",0
2638,"sin, persistence in ","2080, 4050, 4051","",0
2639,"sin, punishment of ","1973, 4028, 4031, 4033, 4036, 4044","",0
2640,"sin, reflection on ","2015, 4001","",0
2641,"sin, relapse into ","250, 374","",0
2642,"sin, remedies for ","401","",0
2643,"sin, remission of ","1927, 1980, 3007, 4022","",0
2644,"sin, renouncing ","4013, 4050, 4051","",0
2645,"sin, sorrow for ","139, 344, 4011, 4039","",0
2646,"sin, venial ","123, 287","",0
2647,"sin, wages of ","230, 2054, 2127, 4005","",0
2648,"sin, works in ","257","",0
2649,"sincerity ","4032","",0
2650,"sincerity, religious ","1795, 2072, 2188","",0
2651,"sinful pleasure ","3126","",0
2652,"sinfulness ","3076, 4024, 4028, 4029, 4038, 4043, 4044, 4046, 4048","",0
2653,"sinfulness among Christians ","68","",0
2654,"singing, congregational ","1897","",0
2655,"sinners ","3010, 3103","",0
2656,"sinners, abandonment by Holy Spirit ","2111","",0
2657,"sinners, apparent prosperity of ","1806","",0
2658,"sinners, associating with ","415","",0
2659,"sinners, chastisement of ","97","",0
2660,"sinners, Christ's advocacy for ","934cc, 4049","",0
2661,"sinners, Christ's pardon of ","2068","",0
2662,"sinners, Christ's redemption of ","1626, 4037","",0
2663,"sinners, divine mercy toward ","1806","",0
2664,"sinners, doom of ","2140","",0
2665,"sinners, folly of ","2195","",0
2666,"sinners, God's mercy toward ","390, 4045","",0
2667,"sinners, God's patience toward ","339","",0
2668,"sinners, God's wrath against ","2127","",0
2669,"sinners, impenitent ","2063","",0
2670,"sinners, pardon of repentant ","2103, 4037","",0
2671,"sinners, penitent ","335, 1622, 1623, 1784, 2063, 4041, 4050, 4051","",0
2672,"sinners, portrayed as sleepers ","2155, 4043","",0
2673,"sinners, punishment of ","2195","",0
2674,"sinners, redemption of ","2139","",0
2675,"sinners, reformation of ","1654, 1657, 2134","",0
2676,"sins ","68, 258","",0
2677,"sins, accepting responsibility for ","1649","",0
2678,"sins, accessory to ","262","",0
2679,"sins, blaming others for ","1649","",0
2680,"sins, deliberate ","2205","",0
2681,"sins, forgiveness of ","11, 184, 263, 335, 1611, 4010, 4029, 4034","",0
2682,"sins, unconscious ","2205","",0
2683,"sins, young people's ","673, 4027, 4033","",0
2684,"Skaggs, David Curtis ","3006, 3008, 3011, 3016, 3038, 3044, 3048, 3049, 3050, 3051, 3052, 3053, 3054, 3055, 3056, 3057, 3058, 3059, 3060, 3061, 3062, 3063, 3064, 3065, 3066, 3067, 3068, 3069, 3070, 3071, 3072, 3073, 3074, 3075","",0
2685,"slander ","218, 1034, 4015, 4046, 4050","",0
2686,"slander, destructiveness of ","2194","",0
2687,"Slaughter, Frances ","4002","",0
2688,"slavery ","379, 933, 1966","",0
2689,"slaves, baptism of ","1902","",0
2690,"slaves, duties to ","2049","",0
2691,"sloth, avoidance of ","1869","",0
2692,"slothfulness ","1998","",0
2693,"social duties ","2024, 2198","",0
2694,"social entertainments ","3038","",0
2695,"social hierarchy ","1964, 1966","",0
2696,"society, as teacher ","2091","",0
2697,"society, benefits of ","4009","",0
2698,"society, duties to ","2157, 2200","",0
2699,"society, man's regard in ","3041","",0
2700,"Socrates ","1827, 2102, 2131","",0
2701,"Sodom and Gomorrah ","2034, 4036, 4044","",0
2702,"Sodom, destruction of ","2110, 4036, 4051","",0
2703,"solar system ","4036","",0
2704,"soldiers, spiritual ","988","",0
2705,"Solifidians ","4038","",0
2706,"Solomon ","674, 2091, 2096, 2100, 2150, 2154, 2158, 4006, 4025, 4032, 4039, 4045","",0
2707,"Solomon, teachings of ","2110","",0
2708,"Solomon, temple of ","2013","",0
2709,"Solomon, wisdom of ","2157, 2193","",0
2710,"song, religious ","1858","",0
2711,"sorrow ","4016, 4063","",0
2712,"sorrow, Godly ","2045","",0
2713,"sorrow, worldly ","2045","",0
2714,"sorrows, a man of ","200","",0
2715,"soul ","3014, 4064","",0
2716,"soul and body, need for attention ","2060","",0
2717,"soul and body, provision for ","2071, 4045","",0
2718,"soul, corruption of ","2008, 3113","",0
2719,"soul, dignity of ","2150","",0
2720,"soul, distinct from body ","2139","",0
2721,"soul, happiness of ","1601, 1602","",0
2722,"soul, immortality of ","1788, 1844, 1988, 4017, 4021, 4032","",0
2723,"soul, loss and gain of the ","934vv","",0
2724,"soul, loss of the ","795, 814","",0
2725,"soul, nature of the ","2170, 2199","",0
2726,"soul, needs of ","2102","",0
2727,"soul, price of ","6","",0
2728,"soul, redemption of ","662, 2111, 4003, 4004, 4005, 4016, 4043, 4061","",0
2729,"soul, salvation of ","4006, 4022","",0
2730,"souls, human ","3027","",0
2731,"source of riches ","3128","",0
2732,"sower, parable of ","130, 775, 934ll, 1931, 1932, 1934, 1936, 1938, 1967, 2025","",0
2733,"speculation ","3109","",0
2734,"speech, abuses of ","1777","",0
2735,"Spencer, Mrs. ","4016","",0
2736,"Spinoza ","2159","",0
2737,"Spire, Georg ","333","",0
2738,"spirit ","671, 778, 2093, 4022, 4061","",0
2739,"spirit, fervent ","803","",0
2740,"spirit, fruit of ","797, 4017, 4029","",0
2741,"spirit, indwelling of ","4021","",0
2742,"spirit, renewal of ","4034","",0
2743,"spirit, unclean ","811","",0
2744,"spirits in prison, Christ's preaching to ","3110","",0
2745,"spiritual gifts ","4026","",0
2746,"spiritual improvement ","3077","",0
2747,"spiritual strength ","2031, 2032","",0
2748,"Sprague, Rev. William B ","955","",0
2749,"Spurrier, William Jr., funeral of ","1870","",0
2750,"St. Anne's Church, Annapolis, opening of ","910","",0
2751,"St. Ignatius, feast of ","101","",0
2752,"St. James ","1948","",0
2753,"St. Paul ","671, 1869, 1880, 1948, 3019, 3031, 4003","",0
2754,"St. Paul's Church, Baltimore ","2049","",0
2755,"St. Paul's Church, Baltimore, choir instituted ","2201","",0
2756,"St. Paul, affluence of ","2164","",0
2757,"St. Paul, as an example of education ","3096","",0
2758,"St. Paul, conversion of ","2130","",0
2759,"St. Paul, intelligence of ","3096","",0
2760,"St. Paul, zeal of ","1750","",0
2761,"St. Peter's Church, New York ","110","",0
2762,"St. Thomas ","3016","",0
2763,"St. Thomas of Canterbury ","336","",0
2764,"St. Thomas's, Baltimore County, Maryland ","3129","",0
2765,"Stanislaus, imprisonment of ","2066","",0
2766,"Stansbury, Ruth, funeral of ","1845","",0
2767,"Stephen, vision of ","1842","",0
2768,"Steuard, James ","4061","",0
2769,"Steward, George ","835","",0
2770,"steward, unjust ","1848","",0
2771,"stewardship ","3106","",0
2772,"Stigmata ","327","",0
2773,"Stocket, Mrs., funeral of ","1870","",0
2774,"Stockett, Mrs. Mary, funeral of ","1748","",0
2775,"Strabo ","1852","",0
2776,"Straight Gate, the ","1015","",0
2777,"subjects of last judgment ","3122","",0
2778,"submission ","675, 4017","",0
2779,"submission to God, duty of ","1767","",0
2780,"success, worldly ","2081","",0
2781,"sudden death ","3002","",0
2782,"suffering ","3004, 4006, 4017, 4063","",0
2783,"suffering in this world ","183, 321, 451","",0
2784,"suffering, patience under ","2197, 4007","",0
2785,"suicide ","1996, 4007, 4015","",0
2786,"Summers, Polly ","1030","",0
2787,"superstition ","2044","",0
2788,"supplication ","677, 4017","",0
2789,"swearing ","893, 4036, 4050","",0
2790,"swearing falsely ","889","",0
2791,"swearing, evil of ","2115","",0
2792,"Swedenborgian ","876, 877, 878","",0
2793,"Sydenham ","1855","",0
2794,"Sykes, Stephen ","1778","",0
2795,"synagogue ","4037","",0
2796,"synagogues, frequented by Christ ","2113","",0
2797,"Synod, First Catholic in U. S. ","116","",0
2798,"tabernacle ","229","",0
2799,"Tabernacle, Feast of ","4035","",0
2800,"talents, parable of ","1936, 2103, 2103, 2111, 2155","",0
2801,"tares and wheat, parable of ","1823, 2134","",0
2802,"tares, parable of ","1997","",0
2803,"Tate, Elisabeth ","4061","",0
2804,"Taylor, Bishop Jeremy ","2145","",0
2805,"teaching, importance of ","2099","",0
2806,"temperance ","888, 1878, 1978, 2039, 2078, 4017, 4026, 4035","",0
2807,"temptation ","368, 1730, 2042, 2121, 4003, 4004, 4013, 4019, 4025, 4033, 4041, 4045, 4063, 4066","",0
2808,"temptation of Christ ","934uu, 4013","",0
2809,"temptation, avoidance of ","1937, 1982, 2041, 2103, 2187","",0
2810,"temptation, nature of ","3051","",0
2811,"temptation, resistance of ","2135, 2176, 3123","",0
2812,"temptation, supernatural aid to resist ","1937","",0
2813,"temptation, types of ","3051","",0
2814,"temptation, yielding to ","1972","",0
2815,"temptations ","1850","",0
2816,"temptations of early Christians ","2189","",0
2817,"temptations, avoidance of ","2064","",0
2818,"Ten Commandments ","1803, 1958, 2000, 2001, 2004, 2006, 2009, 2095, 3022, 3783, 4015","",0
2819,"Ten Commandments, obedience of ","2137","",0
2820,"Tennans, Mr. ","4061","",0
2821,"Tennent, Charles ","1015","",0
2822,"tepidity ","120, 306","",0
2823,"Tertullian ","2113, 2141","",0
2824,"Tertullus, accuses Paul ","2184","",0
2825,"thanksgiving ","2124","",0
2826,"Thanksgiving Day ","1915","",0
2827,"thanksgiving sermon ","13, 967, 3063","",0
2828,"theft, as result of poverty ","2038","",0
2829,"theft, kinds of ","2005","",0
2830,"thief, good ","2156, 2177","",0
2831,"thief, penitent ","2156, 2177","",0
2832,"thorns, crowning with ","433","",0
2833,"Thorpe, And ","439","",0
2834,"thoughts, government of the ","1826","",0
2835,"thoughts, unclean ","355","",0
2836,"Tillotson ","1855","",0
2837,"Tillotson, Archbishop John ","468, 934bb, 934o, 934v","",0
2838,"time ","1723, 4043","",0
2839,"time, good use of ","1878, 1999, 3060","",0
2840,"time, redeeming the ","934v, 2168","",0
2841,"time, use of ","2, 3, 52, 104, 151, 288, 324","",0
2842,"time, wasted ","2125, 2153","",0
2843,"Timothy, circumcision of ","2130","",0
2844,"Tindal ","2021","",0
2845,"Tinsley, Mrs ","4048","",0
2846,"Titus ","4008","",0
2847,"Tom Hickerthrift [sic. Hickathrift], tale of ","4046","",0
2848,"Tom Thumb, tale of ","4046","",0
2849,"Tompkins, Mrs. ","4002","",0
2850,"tongues, gift of ","1758, 2034, 2109","",0
2851,"torments ","168","",0
2852,"tradition, validity of oral ","3047","",0
2853,"tranquility ","672","",0
2854,"transformation of man ","3034","",0
2855,"transgressions defined ","1651","",0
2856,"transmigration ","1988","",0
2857,"transubstantiation ","4021","",0
2858,"treasure, heavenly ","2090","",0
2859,"trials, limited by God ","2189","",0
2860,"trials, necessity of ","2189","",0
2861,"tribulation ","653, 4017","",0
2862,"tribulations, preparation for ","2189, 2196, 4016","",0
2863,"Trinity Sunday ","1025","",0
2864,"Trinity, doctrine of ","1813, 1904","",0
2865,"Trinity, Holy ","639, 1884, 2102","",0
2866,"triune God, doctrine of ","639","",0
2867,"Trotten, Mr. funeral of ","1845","",0
2868,"true devotion, nature of ","2202","",0
2869,"trust ","472, 934bb","",0
2870,"truth ","51, 797, 816, 817, 828, 2093, 2194, 3049","",0
2871,"truth in religion ","2091","",0
2872,"truth, Christian ","1774","",0
2873,"truth, divine ","2161","",0
2874,"truthfulness ","4017","",0
2875,"Turkish mosque ","4037","",0
2876,"Turks ","4045","",0
2877,"Turner, Rebeckah ","4061","",0
2878,"two masters, no man can serve ","727","",0
2879,"two sons, parable of ","1994","",0
2880,"typology ","1809","",0
2881,"tyrants, domestic ","4009","",0
2882,"U.S. Constitution ","2059","",0
2883,"U.S. Constitution, blessings of ","1915","",0
2884,"U.S. Constitution, positive effects of ","2160","",0
2885,"U.S. Constitution, wisdom of ","1973","",0
2886,"U.S., errors of ","2124","",0
2887,"U.S., failure to support religion ","2164","",0
2888,"U.S., God's blessings upon ","473","",0
2889,"uncleanness ","4, 4062","",0
2890,"understanding ","3109, 4025","",0
2891,"Ungle, Mrs., funeral of ","283","",0
2892,"unity ","874","",0
2893,"unity, Christian ","2078, 3025","",0
2894,"universal love ","2198","",0
2895,"unjust steward, parable of ","2033","",0
2896,"unprofitable servant, parable of ","2208","",0
2897,"unrighteous, fate of ","1924","",0
2898,"unrighteousness ","4062","",0
2899,"use of time, on the ","151","",0
2900,"Usher, Archbishop ","4020","",0
2901,"Usher, James, funeral of ","1870","",0
2902,"usury ","1796, 1798","",0
2903,"vanity ","227, 656, 835, 1740, 4003, 4017, 4018, 4025, 4032, 4034, 4036, 4046, 4063","",0
2904,"vanity, delusions of ","199, 206","",0
2905,"vengeance of God ","3103, 4044","",0
2906,"vice ","4023, 4025, 4046","",0
2907,"vice, penalty for ","1928, 4002, 4034, 4044","",0
2908,"vice, unprofitability of ","2053","",0
2909,"vine and its branches, parable of ","3050","",0
2910,"vineyard, parable of ","1885","",0
2911,"Virgil ","1852","",0
2912,"virgin birth ","2127","",0
2913,"Virgin Mary ","45, 63, 74, 1970, 3017","",0
2914,"Virgin Mary, abuses in devotion to ","82","",0
2915,"Virgin Mary, devotions to ","82","",0
2916,"Virgin Mary, prayer to ","73","",0
